customer_id,name,email,region,customer_type,lead_source,signup_date,recency_days,frequency,monetary,avg_order_value,lifespan_days,orders_per_month,estimated_clv,r_score,f_score,m_score,rfm_score,rfm_total,cluster_id,segment_label,action
C01375,Customer 1375,customer1375@example.com,Central,B2C,Referral,2022-04-04,575.0,6.0,587.96,97.99333333333334,147.0,1.22,373.23,1,4,4,144,9,1,At-risk customers,Re-engage now
C01376,Customer 1376,customer1376@example.com,South,B2C,Organic,2023-11-10,557.0,7.0,721.34,103.04857142857144,122.0,1.72,472.69,2,4,4,244,10,1,At-risk customers,Re-engage now
C01377,Customer 1377,customer1377@example.com,East,B2C,Email,2022-08-06,474.0,14.0,2994.23,213.87357142857144,315.0,1.33,2305.68,5,5,5,555,15,3,Champions,Reward & retain
C01378,Customer 1378,customer1378@example.com,South,B2C,Social,2023-10-20,537.0,7.0,1384.86,197.83714285714288,157.0,1.34,941.29,2,4,5,245,11,1,At-risk customers,Re-engage now
C01379,Customer 1379,customer1379@example.com,North,B2C,Email,2023-10-17,677.0,2.0,241.76,120.88,27.0,2.0,130.34,1,1,2,112,4,2,Lost / dormant,Win-back / suppress
C01380,Customer 1380,customer1380@example.com,South,B2B,Paid,2023-09-04,509.0,7.0,1009.44,144.2057142857143,246.0,0.85,723.86,3,4,5,345,12,1,Loyal customers,Upsell & deepen
C01381,Customer 1381,customer1381@example.com,North,B2B,Email,2022-01-22,497.0,5.0,204.19,40.838,86.0,1.74,149.96,3,3,2,332,8,5,Potential loyalists,Nurture toward loyalty
C01382,Customer 1382,customer1382@example.com,North,B2C,Organic,2022-02-21,482.0,16.0,3049.82,190.61375,520.0,0.92,2309.51,4,5,5,455,14,3,Champions,Reward & retain
C01383,Customer 1383,customer1383@example.com,South,B2C,Email,2022-12-08,524.0,8.0,732.19,91.52375,179.0,1.34,510.02,2,4,4,244,10,1,At-risk customers,Re-engage now
C01385,Customer 1385,customer1385@example.com,Central,B2C,Paid,2022-05-09,466.0,2.0,179.06,89.53,34.0,1.76,140.25,5,1,2,512,8,5,New customers,Onboard & convert
C01386,Customer 1386,customer1386@example.com,Central,B2B,Email,2023-08-02,677.0,6.0,698.43,116.405,138.0,1.3,376.55,1,4,4,144,9,1,At-risk customers,Re-engage now
C01387,Customer 1387,customer1387@example.com,North,B2B,Social,2022-07-30,536.0,3.0,476.41,158.8033333333333,158.0,0.57,324.42,2,2,3,223,7,1,Lost / dormant,Win-back / suppress
C01388,Customer 1388,customer1388@example.com,North,B2C,Social,2022-03-12,499.0,1.0,84.23,84.23,0.0,1.0,61.61,3,1,1,311,5,0,Potential loyalists,Nurture toward loyalty
C01389,Customer 1389,customer1389@example.com,East,B2C,Social,2023-07-22,561.0,3.0,350.52,116.84,40.0,2.25,228.06,2,2,3,223,7,5,Lost / dormant,Win-back / suppress
C01390,Customer 1390,customer1390@example.com,West,B2C,Email,2022-08-01,548.0,4.0,527.23,131.8075,106.0,1.13,351.17,2,3,4,234,9,1,At-risk customers,Re-engage now
C01391,Customer 1391,customer1391@example.com,South,B2C,Email,2023-08-24,519.0,7.0,198.26,28.322857142857146,89.0,2.36,139.43,3,4,2,342,9,5,Frequent low-spenders,Grow basket size
C01392,Customer 1392,customer1392@example.com,North,B2B,Email,2022-08-10,522.0,1.0,83.69,83.69,0.0,1.0,58.52,2,1,1,211,4,0,Lost / dormant,Win-back / suppress
C01393,Customer 1393,customer1393@example.com,Central,B2C,Organic,2022-08-27,585.0,2.0,133.61,66.805,58.0,1.03,83.36,1,1,1,111,3,0,Lost / dormant,Win-back / suppress
C01394,Customer 1394,customer1394@example.com,East,B2B,Paid,2022-12-03,470.0,3.0,178.82999999999998,59.60999999999999,73.0,1.23,138.88,5,2,2,522,9,0,New customers,Onboard & convert
C01395,Customer 1395,customer1395@example.com,South,B2C,Social,2022-06-01,477.0,2.0,162.01,81.005,36.0,1.67,123.97,5,1,2,512,8,5,New customers,Onboard & convert
C01396,Customer 1396,customer1396@example.com,East,B2C,Organic,2023-09-03,477.0,7.0,896.78,128.11142857142858,221.0,0.95,686.22,5,4,4,544,13,1,Champions,Reward & retain
C01397,Customer 1397,customer1397@example.com,South,B2C,Social,2022-01-03,529.0,3.0,279.45,93.15,109.0,0.83,192.82,2,2,2,222,6,0,Lost / dormant,Win-back / suppress
C01398,Customer 1398,customer1398@example.com,South,B2C,Organic,2022-10-11,496.0,4.0,593.5,148.375,48.0,2.5,436.75,3,3,4,334,10,4,Loyal customers,Upsell & deepen
C01399,Customer 1399,customer1399@example.com,North,B2C,Email,2022-05-29,481.0,4.0,376.29,94.0725,74.0,1.62,285.54,4,3,3,433,10,5,Loyal customers,Upsell & deepen
C01400,Customer 1400,customer1400@example.com,East,B2C,Social,2022-05-14,741.0,8.0,733.0600000000001,91.6325,143.0,1.68,361.09,1,5,4,154,10,2,At-risk customers,Re-engage now
C01401,Customer 1401,customer1401@example.com,East,B2B,Email,2023-07-08,496.0,6.0,611.35,101.89166666666668,94.0,1.91,449.88,3,4,4,344,11,5,Loyal customers,Upsell & deepen
C01402,Customer 1402,customer1402@example.com,Central,B2C,Social,2022-09-14,705.0,2.0,119.53,59.765,25.0,2.0,61.88,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C01403,Customer 1403,customer1403@example.com,Central,B2C,Referral,2022-06-28,472.0,7.0,833.14,119.02,249.0,0.84,644.27,5,4,4,544,13,1,Champions,Reward & retain
C01404,Customer 1404,customer1404@example.com,North,B2C,Organic,2022-04-23,560.0,2.0,221.03,110.515,3.0,2.0,144.06,2,1,2,212,5,5,Lost / dormant,Win-back / suppress
C01405,Customer 1405,customer1405@example.com,North,B2B,Referral,2023-11-08,480.0,11.0,400.91,36.44636363636364,303.0,1.09,304.86,4,5,3,453,12,6,Loyal customers,Upsell & deepen
C01406,Customer 1406,customer1406@example.com,West,B2C,Organic,2022-01-27,499.0,1.0,115.3,115.3,0.0,1.0,84.34,3,1,1,311,5,0,Potential loyalists,Nurture toward loyalty
C01407,Customer 1407,customer1407@example.com,Central,B2C,Paid,2022-05-15,497.0,1.0,68.03,68.03,0.0,1.0,49.96,3,1,1,311,5,0,Potential loyalists,Nurture toward loyalty
C01408,Customer 1408,customer1408@example.com,South,B2B,Social,2022-01-16,488.0,9.0,1325.9,147.3222222222222,243.0,1.11,991.71,4,5,5,455,14,1,Champions,Reward & retain
C01409,Customer 1409,customer1409@example.com,East,B2B,Paid,2023-01-02,567.0,3.0,295.12,98.37333333333332,30.0,3.0,189.98,2,2,3,223,7,4,Lost / dormant,Win-back / suppress
C01410,Customer 1410,customer1410@example.com,North,B2C,Paid,2022-09-01,472.0,6.0,862.45,143.74166666666667,159.0,1.13,666.94,5,4,4,544,13,1,Champions,Reward & retain
C01411,Customer 1411,customer1411@example.com,East,B2C,Organic,2023-08-26,887.0,2.0,134.94,67.47,12.0,2.0,55.53,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C01412,Customer 1412,customer1412@example.com,East,B2C,Referral,2022-11-28,533.0,5.0,649.88,129.976,103.0,1.46,445.04,2,3,4,234,9,1,At-risk customers,Re-engage now
C01413,Customer 1413,customer1413@example.com,West,B2C,Email,2022-01-17,916.0,3.0,159.8,53.26666666666667,52.0,1.73,63.68,1,2,2,122,5,2,Lost / dormant,Win-back / suppress
C01414,Customer 1414,customer1414@example.com,Central,B2B,Organic,2022-06-28,706.0,4.0,380.63,95.1575,73.0,1.64,196.78,1,3,3,133,7,2,At-risk customers,Re-engage now
C01415,Customer 1415,customer1415@example.com,North,B2C,Email,2022-09-29,488.0,5.0,537.59,107.518,117.0,1.28,402.09,4,3,4,434,11,1,Loyal customers,Upsell & deepen
C01416,Customer 1416,customer1416@example.com,East,B2B,Paid,2022-02-23,481.0,1.0,72.25,72.25,0.0,1.0,54.83,4,1,1,411,6,0,New customers,Onboard & convert
C01417,Customer 1417,customer1417@example.com,North,B2C,Email,2022-05-10,521.0,8.0,277.8,34.725,155.0,1.55,194.62,2,5,2,252,9,6,Frequent low-spenders,Grow basket size
C01418,Customer 1418,customer1418@example.com,South,B2C,Referral,2023-03-08,532.0,2.0,54.400000000000006,27.200000000000003,16.0,2.0,37.32,2,1,1,211,4,5,Lost / dormant,Win-back / suppress
C01419,Customer 1419,customer1419@example.com,West,B2C,Organic,2023-06-23,529.0,8.0,958.52,119.815,129.0,1.86,661.36,2,5,5,255,12,1,At-risk customers,Re-engage now
C01420,Customer 1420,customer1420@example.com,South,B2C,Referral,2022-04-27,511.0,3.0,400.35,133.45,140.0,0.64,285.96,3,2,3,323,8,0,Potential loyalists,Nurture toward loyalty
C01421,Customer 1421,customer1421@example.com,North,B2B,Referral,2022-03-07,522.0,9.0,1005.98,111.77555555555556,259.0,1.04,703.42,2,5,5,255,12,1,At-risk customers,Re-engage now
C01422,Customer 1422,customer1422@example.com,North,B2B,Organic,2023-05-03,491.0,12.0,2181.68,181.80666666666664,338.0,1.07,1621.82,4,5,5,455,14,3,Champions,Reward & retain
C01423,Customer 1423,customer1423@example.com,Central,B2C,Referral,2023-04-05,470.0,1.0,78.63,78.63,0.0,1.0,61.06,5,1,1,511,7,0,New customers,Onboard & convert
C01424,Customer 1424,customer1424@example.com,East,B2C,Social,2023-01-06,516.0,10.0,364.23,36.423,274.0,1.09,257.64,3,5,3,353,11,6,Loyal customers,Upsell & deepen
C01425,Customer 1425,customer1425@example.com,East,B2C,Social,2023-06-10,485.0,4.0,475.51,118.8775,88.0,1.36,357.86,4,3,3,433,10,0,Loyal customers,Upsell & deepen
C01426,Customer 1426,customer1426@example.com,South,B2C,Social,2023-08-31,532.0,8.0,966.03,120.75375,219.0,1.1,662.78,2,5,5,255,12,1,At-risk customers,Re-engage now
C01427,Customer 1427,customer1427@example.com,West,B2C,Email,2022-04-22,464.0,3.0,310.79,103.59666666666668,53.0,1.7,244.48,5,2,3,523,10,5,New customers,Onboard & convert
C01428,Customer 1428,customer1428@example.com,East,B2C,Referral,2023-04-08,487.0,6.0,503.49,83.915,156.0,1.15,377.36,4,4,3,443,11,1,Loyal customers,Upsell & deepen
C01429,Customer 1429,customer1429@example.com,Central,B2C,Organic,2023-05-31,479.0,14.0,2688.88,192.06285714285715,315.0,1.33,2048.94,4,5,5,455,14,3,Champions,Reward & retain
C01430,Customer 1430,customer1430@example.com,South,B2B,Organic,2022-08-15,653.0,5.0,525.26,105.052,159.0,0.94,293.6,1,3,4,134,8,1,At-risk customers,Re-engage now
C01431,Customer 1431,customer1431@example.com,South,B2C,Email,2023-09-22,495.0,3.0,126.3,42.1,97.0,0.93,93.13,4,2,1,421,7,0,New customers,Onboard & convert
C01432,Customer 1432,customer1432@example.com,Central,B2C,Organic,2022-02-14,586.0,6.0,708.44,118.07333333333334,166.0,1.08,441.26,1,4,4,144,9,1,At-risk customers,Re-engage now
C01433,Customer 1433,customer1433@example.com,West,B2C,Social,2023-11-06,470.0,9.0,1894.33,210.4811111111111,212.0,1.27,1471.13,5,5,5,555,15,3,Champions,Reward & retain
C01434,Customer 1434,customer1434@example.com,Central,B2C,Referral,2023-06-18,487.0,4.0,543.12,135.78,132.0,0.91,407.06,4,3,4,434,11,1,Loyal customers,Upsell & deepen
C01435,Customer 1435,customer1435@example.com,West,B2C,Organic,2022-11-05,505.0,10.0,1962.95,196.295,207.0,1.45,1418.77,3,5,5,355,13,3,Loyal customers,Upsell & deepen
C01436,Customer 1436,customer1436@example.com,Central,B2B,Organic,2023-04-15,500.0,3.0,204.37,68.12333333333333,55.0,1.64,149.19,3,2,2,322,7,5,Potential loyalists,Nurture toward loyalty
C01437,Customer 1437,customer1437@example.com,Central,B2B,Paid,2023-10-21,627.0,4.0,351.98,87.995,74.0,1.62,204.9,1,3,3,133,7,5,At-risk customers,Re-engage now
C01438,Customer 1438,customer1438@example.com,North,B2C,Paid,2022-02-01,499.0,11.0,1900.68,172.7890909090909,248.0,1.33,1390.28,3,5,5,355,13,3,Loyal customers,Upsell & deepen
C01439,Customer 1439,customer1439@example.com,South,B2C,Paid,2022-03-04,491.0,8.0,295.66,36.9575,213.0,1.13,219.79,4,5,3,453,12,6,Loyal customers,Upsell & deepen
C01440,Customer 1440,customer1440@example.com,Central,B2C,Referral,2023-05-06,473.0,2.0,113.43,56.715,19.0,2.0,87.53,5,1,1,511,7,5,New customers,Onboard & convert
C01441,Customer 1441,customer1441@example.com,Central,B2B,Social,2023-02-16,718.0,7.0,622.52,88.93142857142857,195.0,1.08,316.46,1,4,4,144,9,1,At-risk customers,Re-engage now
C01442,Customer 1442,customer1442@example.com,East,B2C,Social,2023-03-13,629.0,3.0,229.88,76.62666666666667,72.0,1.25,133.4,1,2,2,122,5,0,Lost / dormant,Win-back / suppress
C01443,Customer 1443,customer1443@example.com,South,B2C,Social,2022-04-21,472.0,15.0,3088.74,205.916,297.0,1.52,2388.54,5,5,5,555,15,3,Champions,Reward & retain
C01444,Customer 1444,customer1444@example.com,East,B2C,Referral,2023-05-18,534.0,2.0,184.41,92.205,11.0,2.0,126.05,2,1,2,212,5,5,Lost / dormant,Win-back / suppress
C01445,Customer 1445,customer1445@example.com,South,B2C,Referral,2023-03-31,476.0,7.0,1509.08,215.58285714285716,148.0,1.42,1157.17,5,4,5,545,14,1,Champions,Reward & retain
C01446,Customer 1446,customer1446@example.com,East,B2C,Paid,2022-03-17,483.0,5.0,452.99,90.598,37.0,4.05,342.32,4,3,3,433,10,4,Loyal customers,Upsell & deepen
C01447,Customer 1447,customer1447@example.com,Central,B2B,Organic,2022-03-24,514.0,9.0,332.15,36.90555555555555,208.0,1.3,235.87,3,5,3,353,11,6,Loyal customers,Upsell & deepen
C01448,Customer 1448,customer1448@example.com,Central,B2C,Email,2022-11-26,847.0,1.0,37.25,37.25,0.0,1.0,16.05,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C01449,Customer 1449,customer1449@example.com,North,B2C,Email,2023-09-15,522.0,3.0,327.41,109.13666666666666,38.0,2.37,228.94,2,2,3,223,7,5,Lost / dormant,Win-back / suppress
C01450,Customer 1450,customer1450@example.com,East,B2C,Organic,2022-06-01,480.0,3.0,274.8,91.6,53.0,1.7,208.96,4,2,2,422,8,5,New customers,Onboard & convert
C01451,Customer 1451,customer1451@example.com,West,B2B,Paid,2022-03-09,457.0,3.0,289.24,96.41333333333334,49.0,1.84,231.01,5,2,3,523,10,5,New customers,Onboard & convert
C01452,Customer 1452,customer1452@example.com,North,B2B,Organic,2022-05-10,464.0,8.0,306.7,38.3375,202.0,1.19,241.26,5,5,3,553,13,6,Loyal customers,Upsell & deepen
C01453,Customer 1453,customer1453@example.com,East,B2C,Organic,2022-10-09,486.0,8.0,1487.02,185.8775,223.0,1.08,1116.79,4,5,5,455,14,1,Champions,Reward & retain
C01454,Customer 1454,customer1454@example.com,East,B2B,Email,2023-10-02,491.0,8.0,351.43,43.92875,277.0,0.87,261.25,4,5,3,453,12,6,Loyal customers,Upsell & deepen
C01455,Customer 1455,customer1455@example.com,North,B2C,Paid,2023-10-11,583.0,4.0,346.44,86.61,101.0,1.19,216.9,1,3,3,133,7,0,At-risk customers,Re-engage now
C01456,Customer 1456,customer1456@example.com,Central,B2C,Referral,2023-08-23,478.0,5.0,500.31,100.062,104.0,1.44,382.04,5,3,3,533,11,1,Loyal customers,Upsell & deepen
C01457,Customer 1457,customer1457@example.com,East,B2C,Email,2023-07-16,468.0,5.0,534.36,106.872,135.0,1.11,416.76,5,3,4,534,12,1,Loyal customers,Upsell & deepen
C01458,Customer 1458,customer1458@example.com,Central,B2C,Referral,2022-11-29,510.0,4.0,279.38,69.845,72.0,1.67,199.95,3,3,2,332,8,5,Potential loyalists,Nurture toward loyalty
C01459,Customer 1459,customer1459@example.com,North,B2C,Paid,2023-01-26,788.0,2.0,143.56,71.78,9.0,2.0,66.5,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C01460,Customer 1460,customer1460@example.com,Central,B2C,Organic,2023-09-04,500.0,2.0,171.14999999999998,85.57499999999999,21.0,2.0,124.94,3,1,2,312,6,5,Potential loyalists,Nurture toward loyalty
C01462,Customer 1462,customer1462@example.com,West,B2B,Social,2022-10-29,476.0,5.0,653.45,130.69,102.0,1.47,501.07,5,3,4,534,12,1,Loyal customers,Upsell & deepen
C01463,Customer 1463,customer1463@example.com,East,B2C,Paid,2023-04-10,483.0,5.0,568.96,113.792,75.0,2.0,429.96,4,3,4,434,11,5,Loyal customers,Upsell & deepen
C01464,Customer 1464,customer1464@example.com,West,B2C,Social,2023-06-02,524.0,10.0,318.13,31.813,312.0,0.96,221.6,2,5,3,253,10,6,At-risk customers,Re-engage now
C01465,Customer 1465,customer1465@example.com,Central,B2C,Referral,2023-09-12,741.0,4.0,504.41,126.1025,94.0,1.28,248.46,1,3,4,134,8,2,At-risk customers,Re-engage now
C01466,Customer 1466,customer1466@example.com,East,B2C,Social,2023-03-17,460.0,3.0,215.89,71.96333333333332,53.0,1.7,171.3,5,2,2,522,9,5,New customers,Onboard & convert
C01467,Customer 1467,customer1467@example.com,Unknown,B2C,Paid,2022-04-12,470.0,2.0,119.74,59.87,18.0,2.0,92.99,5,1,1,511,7,5,New customers,Onboard & convert
C01468,Customer 1468,customer1468@example.com,South,B2C,Paid,2022-04-28,879.0,3.0,247.79,82.59666666666668,21.0,3.0,102.89,1,2,2,122,5,2,Lost / dormant,Win-back / suppress
C01469,Customer 1469,customer1469@example.com,North,B2B,Referral,2023-11-02,486.0,12.0,353.45,29.454166666666666,284.0,1.27,265.45,4,5,3,453,12,6,Loyal customers,Upsell & deepen
C01470,Customer 1470,customer1470@example.com,East,B2C,Social,2023-10-29,498.0,11.0,2102.51,191.13727272727277,307.0,1.07,1541.0,3,5,5,355,13,3,Loyal customers,Upsell & deepen
C01471,Customer 1471,customer1471@example.com,South,B2C,Social,2023-07-19,532.0,8.0,310.44,38.805,128.0,1.88,212.99,2,5,3,253,10,6,At-risk customers,Re-engage now
C01472,Customer 1472,customer1472@example.com,South,B2B,Organic,2022-08-09,545.0,4.0,371.2,92.8,87.0,1.38,248.6,2,3,3,233,8,0,At-risk customers,Re-engage now
C01473,Customer 1473,customer1473@example.com,East,B2C,Email,2023-03-17,517.0,4.0,508.5100000000001,127.1275,48.0,2.5,359.01,3,3,4,334,10,4,Loyal customers,Upsell & deepen
C01474,Customer 1474,customer1474@example.com,Central,B2C,Paid,2023-04-08,671.0,1.0,67.01,67.01,0.0,1.0,36.45,1,1,1,111,3,0,Lost / dormant,Win-back / suppress
C01475,Customer 1475,customer1475@example.com,South,B2C,Organic,2022-08-22,568.0,3.0,185.72,61.906666666666666,22.0,3.0,119.34,2,2,2,222,6,4,Lost / dormant,Win-back / suppress
C01476,Customer 1476,customer1476@example.com,West,B2C,Paid,2023-02-28,488.0,7.0,230.37,32.910000000000004,144.0,1.46,172.31,4,4,2,442,10,6,Frequent low-spenders,Grow basket size
C01477,Customer 1477,customer1477@example.com,South,B2C,Organic,2022-12-14,477.0,4.0,524.88,131.22,94.0,1.28,401.64,5,3,4,534,12,1,Loyal customers,Upsell & deepen
C01478,Customer 1478,customer1478@example.com,Central,B2C,Email,2023-04-10,458.0,15.0,2725.77,181.718,403.0,1.12,2172.28,5,5,5,555,15,3,Champions,Reward & retain
C01479,Customer 1479,customer1479@example.com,Central,B2C,Organic,2023-02-13,508.0,2.0,241.98,120.99,34.0,1.76,173.86,3,1,2,312,6,5,Potential loyalists,Nurture toward loyalty
C01480,Customer 1480,customer1480@example.com,West,B2C,Paid,2023-03-02,511.0,6.0,1242.33,207.055,120.0,1.5,887.38,3,4,5,345,12,1,Loyal customers,Upsell & deepen
C01481,Customer 1481,customer1481@example.com,South,B2B,Social,2022-04-08,552.0,4.0,501.76,125.44,100.0,1.2,331.78,2,3,3,233,8,1,At-risk customers,Re-engage now
C01482,Customer 1482,customer1482@example.com,Central,B2C,Paid,2022-11-17,526.0,7.0,1040.36,148.62285714285713,153.0,1.37,721.92,2,4,5,245,11,1,At-risk customers,Re-engage now
C01483,Customer 1483,customer1483@example.com,East,B2C,Referral,2023-03-14,526.0,1.0,136.88,136.88,0.0,1.0,94.98,2,1,1,211,4,0,Lost / dormant,Win-back / suppress
C01484,Customer 1484,customer1484@example.com,North,B2B,Referral,2022-11-17,474.0,11.0,2198.76,199.88727272727277,355.0,0.93,1693.14,5,5,5,555,15,3,Champions,Reward & retain
C01485,Customer 1485,customer1485@example.com,North,B2C,Referral,2023-11-13,538.0,7.0,1035.87,147.98142857142855,190.0,1.11,702.77,2,4,5,245,11,1,At-risk customers,Re-engage now
C01486,Customer 1486,customer1486@example.com,North,B2C,Referral,2022-09-19,521.0,9.0,326.73,36.303333333333335,228.0,1.18,228.9,2,5,3,253,10,6,At-risk customers,Re-engage now
C01487,Customer 1487,customer1487@example.com,South,B2B,Email,2023-01-19,461.0,11.0,1769.79,160.89,207.0,1.59,1401.24,5,5,5,555,15,3,Champions,Reward & retain
C01488,Customer 1488,customer1488@example.com,West,B2C,Social,2022-06-06,472.0,2.0,119.57,59.785,30.0,2.0,92.46,5,1,1,511,7,5,New customers,Onboard & convert
C01489,Customer 1489,customer1489@example.com,Central,B2C,Social,2023-05-01,620.0,2.0,147.35,73.675,23.0,2.0,86.75,1,1,1,111,3,5,Lost / dormant,Win-back / suppress
C01490,Customer 1490,customer1490@example.com,East,B2B,Paid,2022-03-10,564.0,7.0,854.99,122.14142857142858,175.0,1.2,553.32,2,4,4,244,10,1,At-risk customers,Re-engage now
C01491,Customer 1491,customer1491@example.com,East,B2C,Organic,2022-04-04,471.0,8.0,324.02,40.5025,146.0,1.64,251.1,5,5,3,553,13,6,Loyal customers,Upsell & deepen
C01492,Customer 1492,customer1492@example.com,South,B2C,Paid,2022-03-29,478.0,10.0,1815.14,181.514,206.0,1.46,1386.04,5,5,5,555,15,3,Champions,Reward & retain
C01493,Customer 1493,customer1493@example.com,North,B2C,Paid,2022-04-06,491.0,8.0,820.22,102.5275,141.0,1.7,609.74,4,5,4,454,13,1,Champions,Reward & retain
C01494,Customer 1494,customer1494@example.com,South,B2C,Paid,2023-03-19,944.0,2.0,169.88,84.94,23.0,2.0,65.68,1,1,2,112,4,2,Lost / dormant,Win-back / suppress
C01495,Customer 1495,customer1495@example.com,West,B2C,Paid,2022-04-09,539.0,8.0,1102.84,137.855,200.0,1.2,746.82,2,5,5,255,12,1,At-risk customers,Re-engage now
C01496,Customer 1496,customer1496@example.com,West,B2B,Social,2023-01-17,491.0,2.0,104.18,52.09,7.0,2.0,77.45,4,1,1,411,6,5,New customers,Onboard & convert
C01497,Customer 1497,customer1497@example.com,Central,B2C,Organic,2022-05-14,474.0,3.0,169.0,56.333333333333336,48.0,1.88,130.14,5,2,2,522,9,5,New customers,Onboard & convert
C01498,Customer 1498,customer1498@example.com,Central,B2B,Paid,2023-07-24,505.0,3.0,309.78,103.26,44.0,2.05,223.9,3,2,3,323,8,5,Potential loyalists,Nurture toward loyalty
C01499,Customer 1499,customer1499@example.com,West,B2C,Social,2022-03-03,470.0,14.0,2891.17,206.5121428571429,346.0,1.21,2245.27,5,5,5,555,15,3,Champions,Reward & retain
C01500,Customer 1500,customer1500@example.com,West,B2B,Paid,2023-08-24,516.0,4.0,129.81,32.4525,58.0,2.07,91.82,3,3,1,331,7,5,Potential loyalists,Nurture toward loyalty
C01501,Customer 1501,customer1501@example.com,West,B2C,Referral,2023-07-30,660.0,4.0,657.02,164.255,35.0,3.43,363.35,1,3,4,134,8,4,At-risk customers,Re-engage now
C01502,Customer 1502,customer1502@example.com,South,B2C,Paid,2023-07-30,566.0,2.0,187.91,93.955,27.0,2.0,121.18,2,1,2,212,5,5,Lost / dormant,Win-back / suppress
C01503,Customer 1503,customer1503@example.com,West,B2C,Paid,2022-12-04,676.0,3.0,203.05,67.68333333333334,7.0,3.0,109.63,1,2,2,122,5,4,Lost / dormant,Win-back / suppress
C01504,Customer 1504,customer1504@example.com,East,B2C,Email,2023-11-18,493.0,8.0,1025.64,128.205,231.0,1.04,759.35,4,5,5,455,14,1,Champions,Reward & retain
C01505,Customer 1505,customer1505@example.com,North,B2C,Referral,2022-05-06,518.0,6.0,847.69,141.28166666666667,177.0,1.02,597.31,3,4,4,344,11,1,Loyal customers,Upsell & deepen
C01506,Customer 1506,customer1506@example.com,West,B2B,Organic,2023-02-25,864.0,4.0,216.96,54.24,84.0,1.43,91.66,1,3,2,132,6,2,Potential loyalists,Nurture toward loyalty
C01507,Customer 1507,customer1507@example.com,North,B2B,Paid,2022-12-29,503.0,6.0,250.36,41.72666666666667,143.0,1.26,181.67,3,4,2,342,9,6,Frequent low-spenders,Grow basket size
C01508,Customer 1508,customer1508@example.com,South,B2C,Organic,2023-11-13,475.0,3.0,270.34000000000003,90.11333333333334,58.0,1.55,207.73,5,2,2,522,9,5,New customers,Onboard & convert
C01509,Customer 1509,customer1509@example.com,North,B2C,Referral,2023-03-10,474.0,14.0,2663.03,190.2164285714286,309.0,1.36,2050.65,5,5,5,555,15,3,Champions,Reward & retain
C01510,Customer 1510,customer1510@example.com,South,B2C,Paid,2022-02-22,549.0,3.0,189.77,63.25666666666666,101.0,0.89,126.17,2,2,2,222,6,0,Lost / dormant,Win-back / suppress
C01511,Customer 1511,customer1511@example.com,East,B2C,Email,2022-10-22,459.0,1.0,74.21,74.21,0.0,1.0,59.01,5,1,1,511,7,0,New customers,Onboard & convert
C01512,Customer 1512,customer1512@example.com,South,B2C,Social,2023-09-07,521.0,1.0,126.55,126.55,0.0,1.0,88.66,2,1,1,211,4,0,Lost / dormant,Win-back / suppress
C01513,Customer 1513,customer1513@example.com,South,B2B,Email,2022-11-16,504.0,7.0,223.35,31.90714285714285,153.0,1.37,161.75,3,4,2,342,9,6,Frequent low-spenders,Grow basket size
C01514,Customer 1514,customer1514@example.com,Central,B2B,Email,2022-12-27,530.0,2.0,54.25,27.125,7.0,2.0,37.36,2,1,1,211,4,5,Lost / dormant,Win-back / suppress
C01515,Customer 1515,customer1515@example.com,West,B2C,Social,2022-04-17,519.0,11.0,375.4,34.127272727272725,240.0,1.38,264.01,3,5,3,353,11,6,Loyal customers,Upsell & deepen
C01516,Customer 1516,customer1516@example.com,West,B2C,Social,2023-08-15,503.0,2.0,219.84,109.92,5.0,2.0,159.53,3,1,2,312,6,5,Potential loyalists,Nurture toward loyalty
C01517,Customer 1517,customer1517@example.com,East,B2C,Social,2023-06-04,499.0,6.0,171.0,28.5,207.0,0.87,125.08,3,4,2,342,9,6,Frequent low-spenders,Grow basket size
C01518,Customer 1518,customer1518@example.com,East,B2C,Paid,2022-08-06,515.0,6.0,881.65,146.94166666666666,129.0,1.4,624.86,3,4,4,344,11,1,Loyal customers,Upsell & deepen
C01519,Customer 1519,customer1519@example.com,West,B2C,Organic,2022-06-08,463.0,7.0,696.27,99.46714285714286,168.0,1.25,548.9,5,4,4,544,13,1,Champions,Reward & retain
C01520,Customer 1520,customer1520@example.com,Central,B2C,Organic,2023-11-04,531.0,4.0,729.72,182.43,82.0,1.46,501.6,2,3,4,234,9,1,At-risk customers,Re-engage now
C01521,Customer 1521,customer1521@example.com,West,B2B,Social,2023-05-09,464.0,3.0,312.38,104.12666666666668,66.0,1.36,245.73,5,2,3,523,10,0,New customers,Onboard & convert
C01522,Customer 1522,customer1522@example.com,Central,B2C,Email,2022-08-18,494.0,2.0,144.56,72.28,6.0,2.0,106.81,4,1,1,411,6,5,New customers,Onboard & convert
C01523,Customer 1523,customer1523@example.com,Unknown,B2C,Referral,2022-04-21,515.0,7.0,910.42,130.06,173.0,1.21,645.25,3,4,4,344,11,1,Loyal customers,Upsell & deepen
C01524,Customer 1524,customer1524@example.com,North,B2B,Social,2022-12-25,479.0,9.0,968.9,107.65555555555557,161.0,1.68,738.31,4,5,5,455,14,1,Champions,Reward & retain
