customer_id,name,email,region,customer_type,lead_source,signup_date,segment_x,total_orders,total_revenue,avg_order_value_x,first_order_date,last_order_date,total_sessions,total_pageviews,last_visit_date,recency_days,frequency,monetary,avg_order_value_y,lifespan_days,orders_per_month,estimated_clv,r_score,f_score,m_score,rfm_score,rfm_total,segment_y,segment
C01285,Customer 1285,customer1285@example.com,Central,B2C,Organic,2022-09-21,Unassigned,2,186.65,93.325,2024-08-30,2024-09-29,23,243,2024-11-10,571.0,1.0,144.91,144.91,0.0,1.0,91.36182136602453,2.0,1.0,2.0,212,5.0,Lost / dormant,No purchase
C01286,Customer 1286,customer1286@example.com,North,B2C,Social,2023-05-09,Unassigned,1,90.91,90.91,2024-05-28,2024-05-28,11,97,2024-12-26,665.0,1.0,90.91,90.91,0.0,1.0,49.21443609022557,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C01287,Customer 1287,customer1287@example.com,East,B2C,Email,2022-10-30,Unassigned,2,159.8,79.9,2024-11-19,2024-11-29,15,134,2024-09-17,490.0,1.0,98.87,98.87,0.0,1.0,72.63918367346939,4.0,1.0,1.0,411,6.0,New customers,No purchase
C01288,Customer 1288,customer1288@example.com,South,B2C,Paid,2022-12-13,Unassigned,7,872.47,124.63857142857144,2024-04-04,2024-07-09,3,27,2024-02-17,653.0,5.0,560.8199999999999,112.16399999999999,66.0,2.27,309.18101071975497,1.0,4.0,4.0,144,9.0,At-risk customers,No purchase
C01289,Customer 1289,customer1289@example.com,East,B2C,Organic,2022-04-28,Unassigned,3,384.88,128.29333333333332,2024-09-01,2024-10-11,20,227,2024-12-16,529.0,3.0,384.88,128.29333333333332,40.0,2.25,261.92211720226845,2.0,3.0,3.0,233,8.0,At-risk customers,No purchase
C01290,Customer 1290,customer1290@example.com,Central,B2C,Organic,2023-04-25,Unassigned,4,561.4,140.35,2024-10-02,2024-12-12,13,125,2024-10-25,518.0,2.0,287.21000000000004,143.60500000000002,20.0,2.0,199.6054054054054,3.0,2.0,3.0,323,8.0,Potential loyalists,No purchase
C01291,Customer 1291,customer1291@example.com,South,B2C,Social,2022-03-19,Unassigned,9,1157.23,128.5811111111111,2024-03-03,2024-10-04,21,183,2024-11-27,536.0,7.0,774.9,110.7,215.0,0.98,520.4552238805969,2.0,5.0,5.0,255,12.0,At-risk customers,No purchase
C01292,Customer 1292,customer1292@example.com,West,B2C,Email,2022-05-25,Unassigned,4,406.42,101.605,2024-09-24,2024-11-26,24,255,2024-12-09,503.0,3.0,314.72,104.90666666666668,43.0,2.09,225.24691848906565,3.0,3.0,3.0,333,9.0,Loyal customers,No purchase
C01293,Customer 1293,customer1293@example.com,East,B2C,Email,2022-08-20,Unassigned,8,638.05,79.75625,2024-01-23,2024-07-05,7,85,2024-08-23,627.0,5.0,358.21,71.642,164.0,0.91,205.67081339712917,1.0,4.0,3.0,143,8.0,At-risk customers,No purchase
C01294,Customer 1294,customer1294@example.com,South,B2C,Social,2023-11-24,Unassigned,1,111.4,111.4,2024-12-08,2024-12-08,11,136,2024-11-24,,,,,,,,,,,,,,No purchase
C01295,Customer 1295,customer1295@example.com,East,B2C,Organic,2023-11-22,Unassigned,8,992.29,124.03625,2024-05-14,2024-09-21,16,201,2024-12-31,549.0,6.0,760.89,126.815,130.0,1.38,498.9442622950819,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C01296,Customer 1296,customer1296@example.com,South,B2B,Paid,2023-02-11,Unassigned,6,573.17,95.52833333333332,2024-07-26,2024-11-05,24,272,2024-10-24,504.0,4.0,429.01,107.2525,102.0,1.18,306.43571428571425,3.0,3.0,4.0,334,10.0,Loyal customers,No purchase
C01297,Customer 1297,customer1297@example.com,North,B2C,Organic,2023-07-25,Unassigned,6,558.31,93.05166666666666,2024-07-18,2024-10-13,3,26,2024-01-02,548.0,5.0,442.05,88.41,66.0,2.27,290.3978102189781,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C01298,Customer 1298,customer1298@example.com,East,B2C,Email,2023-01-10,Unassigned,11,2349.7200000000003,213.6109090909091,2024-02-12,2024-12-02,14,154,2024-10-07,542.0,5.0,1036.1000000000001,207.22000000000003,141.0,1.06,688.1845018450185,2.0,4.0,5.0,245,11.0,At-risk customers,No purchase
C01299,Customer 1299,customer1299@example.com,West,B2C,Organic,2022-04-03,Unassigned,13,541.46,41.65076923076924,2024-03-11,2024-11-10,12,129,2024-12-22,499.0,9.0,373.05,41.45,210.0,1.29,269.13426853707415,4.0,5.0,3.0,453,12.0,Loyal customers,No purchase
C01300,Customer 1300,customer1300@example.com,West,B2C,Paid,2023-02-09,Unassigned,2,142.17000000000002,71.08500000000001,2024-11-15,2024-11-29,11,113,2024-08-26,480.0,2.0,142.17000000000002,71.08500000000001,14.0,2.0,106.62750000000001,5.0,2.0,2.0,522,9.0,New customers,No purchase
C01301,Customer 1301,customer1301@example.com,Central,B2C,Referral,2022-01-15,Unassigned,4,468.34,117.085,2024-07-06,2024-09-13,22,211,2024-12-02,557.0,4.0,468.34,117.085,69.0,1.74,302.69730700179537,2.0,3.0,4.0,234,9.0,At-risk customers,No purchase
C01302,Customer 1302,customer1302@example.com,South,B2C,Organic,2022-09-28,Unassigned,7,1210.04,172.86285714285714,2024-07-11,2024-12-11,1,9,2023-12-25,507.0,3.0,384.16,128.05333333333334,63.0,1.43,272.77633136094676,3.0,3.0,3.0,333,9.0,Loyal customers,No purchase
C01303,Customer 1303,customer1303@example.com,East,B2B,Social,2023-07-04,Unassigned,9,1337.6,148.6222222222222,2024-04-24,2024-11-06,20,226,2024-12-09,559.0,4.0,604.3599999999999,151.08999999999997,140.0,0.86,389.2121645796064,2.0,3.0,4.0,234,9.0,At-risk customers,No purchase
C01304,Customer 1304,customer1304@example.com,Central,B2C,Referral,2022-05-07,Unassigned,3,198.15,66.05,2024-10-27,2024-12-04,6,76,2024-11-02,475.0,3.0,198.15,66.05,38.0,2.37,150.17684210526318,5.0,3.0,2.0,532,10.0,Frequent low-spenders,No purchase
C01305,Customer 1305,customer1305@example.com,East,B2C,Social,2023-04-11,Unassigned,3,309.1,103.03333333333336,2024-10-20,2024-11-14,6,97,2024-07-04,497.0,2.0,208.63,104.315,23.0,2.0,151.12032193158953,4.0,2.0,2.0,422,8.0,New customers,No purchase
C01306,Customer 1306,customer1306@example.com,South,B2C,Social,2023-01-13,Unassigned,6,191.7,31.95,2024-07-01,2024-10-17,8,89,2024-12-14,523.0,3.0,83.58999999999999,27.86333333333333,43.0,2.09,57.53804971319311,3.0,3.0,1.0,331,7.0,Frequent low-spenders,No purchase
C01307,Customer 1307,customer1307@example.com,West,B2B,Social,2023-11-20,Unassigned,5,718.63,143.726,2024-07-01,2024-09-27,1,8,2022-06-29,611.0,1.0,104.58,104.58,0.0,1.0,61.618330605564644,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C01308,Customer 1308,customer1308@example.com,North,B2C,Organic,2023-11-20,Unassigned,5,548.34,109.668,2024-01-27,2024-05-10,16,148,2024-12-29,696.0,3.0,307.41,102.47000000000001,25.0,3.0,159.00517241379313,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C01309,Customer 1309,customer1309@example.com,West,B2B,Email,2022-09-26,Unassigned,6,690.18,115.03,2024-02-14,2024-06-12,17,200,2024-12-07,669.0,3.0,268.8,89.60000000000001,100.0,0.9,144.64573991031392,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C01310,Customer 1310,customer1310@example.com,Central,B2C,Referral,2023-08-22,Unassigned,8,846.19,105.77375,2024-04-24,2024-09-27,5,30,2024-09-02,572.0,4.0,409.90000000000003,102.47500000000001,86.0,1.4,257.979020979021,2.0,3.0,4.0,234,9.0,At-risk customers,No purchase
C01311,Customer 1311,customer1311@example.com,North,B2B,Paid,2023-01-26,Unassigned,2,146.5,73.25,2024-11-14,2024-11-30,5,56,2024-12-06,479.0,1.0,36.74,36.74,0.0,1.0,27.612526096033402,5.0,1.0,1.0,511,7.0,New customers,No purchase
C01312,Customer 1312,customer1312@example.com,Central,B2B,Email,2023-10-16,Unassigned,17,3394.29,199.6641176470588,2023-12-30,2024-11-28,3,23,2024-03-28,483.0,13.0,2647.5,203.65384615384616,332.0,1.17,1973.2919254658384,4.0,5.0,5.0,455,14.0,Champions,No purchase
C01313,Customer 1313,customer1313@example.com,South,B2C,Organic,2023-01-16,Unassigned,4,437.69,109.4225,2024-09-13,2024-11-06,2,32,2022-12-02,503.0,3.0,334.27,111.42333333333333,49.0,1.84,239.2389662027833,3.0,3.0,3.0,333,9.0,Loyal customers,No purchase
C01314,Customer 1314,customer1314@example.com,North,B2C,Social,2022-04-21,Unassigned,3,206.09,68.69666666666667,2023-11-11,2023-12-28,11,125,2024-07-11,817.0,3.0,206.09,68.69666666666667,47.0,1.91,90.8107711138311,1.0,3.0,2.0,132,6.0,Potential loyalists,No purchase
C01315,Customer 1315,customer1315@example.com,Central,B2C,Paid,2023-11-23,Unassigned,6,524.13,87.355,2024-08-18,2024-12-23,5,56,2024-10-05,456.0,6.0,524.13,87.355,127.0,1.42,413.78684210526313,5.0,4.0,4.0,544,13.0,Champions,No purchase
C01316,Customer 1316,customer1316@example.com,South,B2C,Referral,2022-08-28,Unassigned,14,483.89,34.56357142857143,2024-02-03,2024-10-31,17,179,2024-10-28,542.0,8.0,253.13,31.64125,237.0,1.01,168.13062730627306,2.0,5.0,3.0,253,10.0,At-risk customers,No purchase
C01317,Customer 1317,customer1317@example.com,West,B2C,Email,2023-04-28,Unassigned,3,237.98,79.32666666666667,2024-11-03,2024-11-26,3,32,2024-06-02,483.0,2.0,145.61,72.805,2.0,2.0,108.52919254658386,4.0,2.0,2.0,422,8.0,New customers,No purchase
C01318,Customer 1318,customer1318@example.com,South,B2C,Email,2022-01-26,Unassigned,9,1085.66,120.6288888888889,2024-05-21,2024-11-27,10,128,2024-07-09,482.0,7.0,875.8,125.11428571428571,190.0,1.11,654.1244813278007,4.0,5.0,5.0,455,14.0,Champions,No purchase
C01319,Customer 1319,customer1319@example.com,East,B2C,Paid,2023-09-27,Unassigned,2,181.21,90.605,2024-11-15,2024-12-03,15,149,2024-08-31,494.0,1.0,78.27,78.27,0.0,1.0,57.03886639676113,4.0,1.0,1.0,411,6.0,New customers,No purchase
C01320,Customer 1320,customer1320@example.com,South,B2C,Organic,2023-07-29,Unassigned,4,305.94,76.485,2024-08-15,2024-10-28,16,180,2024-12-17,512.0,2.0,199.37,99.685,74.0,0.81,140.18203125,3.0,2.0,2.0,322,7.0,Potential loyalists,No purchase
C01321,Customer 1321,customer1321@example.com,South,B2B,Referral,2022-12-02,Unassigned,6,571.99,95.33166666666666,2024-07-31,2024-11-27,6,53,2024-12-26,482.0,4.0,370.25,92.5625,106.0,1.13,276.5352697095435,4.0,3.0,3.0,433,10.0,Loyal customers,No purchase
C01322,Customer 1322,customer1322@example.com,East,B2C,Paid,2023-09-17,Unassigned,14,2506.54,179.03857142857143,2024-02-17,2024-11-28,14,183,2024-12-04,481.0,11.0,2019.68,183.60727272727274,285.0,1.16,1511.610810810811,5.0,5.0,5.0,555,15.0,Champions,No purchase
C01323,Customer 1323,customer1323@example.com,Central,B2C,Social,2022-08-15,Unassigned,4,321.08,80.27,2024-10-16,2024-12-14,24,253,2024-12-19,465.0,3.0,235.73000000000002,78.57666666666667,59.0,1.53,182.50064516129032,5.0,3.0,3.0,533,11.0,Loyal customers,No purchase
C01324,Customer 1324,customer1324@example.com,Central,B2C,Referral,2023-10-26,Unassigned,11,2066.64,187.87636363636364,2024-04-01,2024-12-24,20,204,2024-12-05,466.0,7.0,1340.31,191.47285714285712,256.0,0.82,1035.432618025751,5.0,5.0,5.0,555,15.0,Champions,No purchase
C01325,Customer 1325,customer1325@example.com,Unknown,B2B,Email,2022-03-06,Unassigned,9,1533.74,170.41555555555556,2024-05-09,2024-11-09,1,12,2022-07-06,544.0,6.0,932.43,155.405,106.0,1.7,617.0492647058824,2.0,4.0,5.0,245,11.0,At-risk customers,No purchase
C01326,Customer 1326,customer1326@example.com,East,B2C,Paid,2023-10-13,Unassigned,5,551.02,110.204,2024-05-27,2024-09-07,12,123,2024-11-20,563.0,4.0,426.16,106.54,103.0,1.17,272.50017761989346,2.0,3.0,4.0,234,9.0,At-risk customers,No purchase
C01327,Customer 1327,customer1327@example.com,East,B2C,Email,2023-04-21,Unassigned,6,578.36,96.39333333333332,2024-05-24,2024-09-24,13,113,2024-09-11,546.0,5.0,408.82,81.764,87.0,1.72,269.5516483516484,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C01328,Customer 1328,customer1328@example.com,West,B2C,Email,2022-11-06,Unassigned,3,148.11,49.370000000000005,2024-03-29,2024-05-09,9,119,2024-05-16,684.0,3.0,148.11,49.370000000000005,41.0,2.2,77.95263157894738,1.0,3.0,2.0,132,6.0,Potential loyalists,No purchase
C01329,Customer 1329,customer1329@example.com,Central,B2C,Email,2023-10-27,Unassigned,3,302.0,100.66666666666669,2024-08-10,2024-10-20,17,187,2024-11-29,520.0,2.0,221.09,110.545,8.0,2.0,153.06230769230768,3.0,2.0,2.0,322,7.0,Potential loyalists,No purchase
C01330,Customer 1330,customer1330@example.com,North,B2C,Organic,2023-02-23,Unassigned,7,1009.55,144.22142857142856,2024-03-11,2024-08-11,23,321,2024-11-18,625.0,4.0,594.49,148.6225,118.0,1.02,342.42624,1.0,3.0,4.0,134,8.0,At-risk customers,No purchase
C01331,Customer 1331,customer1331@example.com,Central,B2B,Email,2022-04-30,Unassigned,2,134.34,67.17,2024-08-20,2024-09-04,8,100,2024-04-02,566.0,2.0,134.34,67.17,15.0,2.0,85.44593639575973,2.0,2.0,2.0,222,6.0,Lost / dormant,No purchase
C01332,Customer 1332,customer1332@example.com,Central,B2B,Social,2022-05-24,Unassigned,4,655.91,163.9775,2024-09-27,2024-12-16,24,251,2024-11-14,463.0,2.0,336.59,168.295,38.0,1.58,261.71144708423327,5.0,2.0,3.0,523,10.0,New customers,No purchase
C01333,Customer 1333,customer1333@example.com,West,B2C,Social,2022-02-16,Unassigned,9,1342.35,149.14999999999998,2024-05-18,2024-11-09,10,127,2024-12-08,500.0,8.0,1154.52,144.315,175.0,1.37,831.2543999999999,4.0,5.0,5.0,455,14.0,Champions,No purchase
C01334,Customer 1334,customer1334@example.com,North,B2B,Referral,2022-02-08,Unassigned,4,205.3,51.325,2023-12-18,2024-02-16,8,107,2024-11-16,767.0,2.0,142.66,71.33,60.0,1.0,66.95906127770535,1.0,2.0,2.0,122,5.0,Lost / dormant,No purchase
C01335,Customer 1335,customer1335@example.com,West,B2C,Email,2022-11-08,Unassigned,6,610.09,101.68166666666669,2024-06-04,2024-09-27,22,236,2024-12-15,543.0,5.0,477.53,95.506,100.0,1.5,316.59447513812154,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C01336,Customer 1336,customer1336@example.com,North,B2C,Email,2023-05-20,Unassigned,9,311.9,34.65555555555555,2024-04-02,2024-11-11,6,52,2024-12-22,511.0,6.0,215.85,35.975,210.0,0.86,152.0665362035225,3.0,4.0,2.0,342,9.0,Frequent low-spenders,No purchase
C01337,Customer 1337,customer1337@example.com,South,B2B,Paid,2022-04-29,Unassigned,2,207.1,103.55,2024-10-13,2024-11-07,7,63,2024-07-01,527.0,1.0,118.7,118.7,0.0,1.0,81.08538899430741,2.0,1.0,1.0,211,4.0,Lost / dormant,No purchase
C01338,Customer 1338,customer1338@example.com,North,B2C,Organic,2022-04-10,Unassigned,14,2713.5,193.82142857142856,2023-11-03,2024-11-14,18,195,2024-12-16,495.0,10.0,2101.42,210.142,377.0,0.8,1528.3054545454547,4.0,5.0,5.0,455,14.0,Champions,No purchase
C01339,Customer 1339,customer1339@example.com,West,B2B,Referral,2022-08-29,Unassigned,7,934.94,133.56285714285713,2024-08-15,2024-11-10,2,17,2023-11-05,546.0,4.0,472.27,118.0675,40.0,3.0,311.38681318681324,2.0,3.0,4.0,234,9.0,At-risk customers,No purchase
C01340,Customer 1340,customer1340@example.com,Central,B2C,Email,2023-07-05,Unassigned,14,2916.31,208.30785714285716,2024-01-12,2024-10-29,20,209,2024-12-07,511.0,11.0,2516.1,228.73636363636362,291.0,1.13,1772.5949119373774,3.0,5.0,5.0,355,13.0,Loyal customers,No purchase
C01341,Customer 1341,customer1341@example.com,North,B2C,Paid,2022-05-19,Unassigned,3,306.43,102.14333333333332,2024-10-15,2024-11-06,10,130,2024-08-04,503.0,3.0,306.43,102.14333333333333,22.0,3.0,219.313717693837,3.0,3.0,3.0,333,9.0,Loyal customers,No purchase
C01342,Customer 1342,customer1342@example.com,North,B2C,Organic,2023-02-02,Unassigned,6,793.24,132.20666666666668,2024-06-02,2024-10-02,4,32,2023-09-06,538.0,5.0,631.4200000000001,126.28400000000002,122.0,1.23,422.51152416356877,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C01343,Customer 1343,customer1343@example.com,East,B2C,Referral,2023-04-10,Unassigned,3,219.91,73.30333333333333,2024-10-08,2024-11-13,4,56,2024-05-03,496.0,3.0,219.91,73.30333333333333,36.0,2.5,159.61209677419356,4.0,3.0,2.0,432,9.0,Frequent low-spenders,No purchase
C01344,Customer 1344,customer1344@example.com,Central,B2C,Referral,2023-01-15,Unassigned,4,270.53000000000003,67.63250000000001,2023-05-16,2023-08-04,13,142,2024-12-22,963.0,3.0,203.83,67.94333333333334,80.0,1.12,76.1981308411215,1.0,3.0,2.0,132,6.0,Potential loyalists,No purchase
C01345,Customer 1345,customer1345@example.com,South,B2B,Email,2023-11-18,Unassigned,6,637.95,106.325,2024-08-17,2024-12-20,24,253,2024-10-03,459.0,4.0,461.74,115.435,125.0,0.96,362.1490196078431,5.0,3.0,4.0,534,12.0,Loyal customers,No purchase
C01346,Customer 1346,customer1346@example.com,West,B2C,Referral,2023-07-08,Unassigned,12,439.65,36.6375,2024-03-20,2024-12-29,7,89,2024-09-20,450.0,8.0,340.6,42.575,264.0,0.91,272.48,5.0,5.0,3.0,553,13.0,Loyal customers,No purchase
C01347,Customer 1347,customer1347@example.com,South,B2B,Paid,2023-03-06,Unassigned,2,104.6,52.3,2024-09-29,2024-10-01,24,258,2024-12-20,539.0,2.0,104.6,52.3,2.0,2.0,69.86270871985157,2.0,2.0,1.0,221,5.0,Lost / dormant,No purchase
C01348,Customer 1348,customer1348@example.com,Central,B2B,Referral,2023-08-25,Unassigned,4,373.58,93.395,2024-07-25,2024-10-26,17,161,2024-12-11,529.0,1.0,149.78,149.78,0.0,1.0,101.92967863894141,2.0,1.0,2.0,212,5.0,Lost / dormant,No purchase
C01349,Customer 1349,customer1349@example.com,North,B2C,Social,2022-06-08,Unassigned,4,303.58,75.895,2023-10-30,2023-12-11,20,166,2024-09-21,834.0,4.0,303.58,75.895,42.0,2.86,131.04172661870504,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C01350,Customer 1350,customer1350@example.com,North,B2C,Paid,2023-03-01,Unassigned,4,260.74,65.185,2024-09-03,2024-10-06,13,98,2024-12-04,534.0,3.0,196.01,65.33666666666666,33.0,2.73,132.14157303370786,2.0,3.0,2.0,232,7.0,Potential loyalists,No purchase
C01351,Customer 1351,customer1351@example.com,Unknown,B2C,Organic,2023-11-02,Unassigned,10,399.62,39.962,2024-03-19,2024-11-26,17,190,2024-12-21,483.0,8.0,322.63,40.32875,252.0,0.95,240.46956521739128,4.0,5.0,3.0,453,12.0,Loyal customers,No purchase
C01352,Customer 1352,customer1352@example.com,North,B2C,Organic,2022-04-12,Unassigned,4,575.48,143.87,2024-08-09,2024-11-15,12,122,2024-12-20,494.0,3.0,416.16,138.72,98.0,0.92,303.27449392712555,4.0,3.0,4.0,434,11.0,Loyal customers,No purchase
C01353,Customer 1353,customer1353@example.com,Unknown,B2B,Email,2023-05-17,Unassigned,1,105.19,105.19,2024-12-01,2024-12-01,19,226,2024-07-27,478.0,1.0,105.19,105.19,0.0,1.0,79.22259414225941,5.0,1.0,1.0,511,7.0,New customers,No purchase
C01354,Customer 1354,customer1354@example.com,North,B2C,Email,2023-09-23,Unassigned,6,746.5699999999999,124.42833333333331,2024-07-28,2024-12-14,8,95,2024-07-27,465.0,4.0,472.25,118.0625,139.0,0.86,365.61290322580646,5.0,3.0,4.0,534,12.0,Loyal customers,No purchase
C01355,Customer 1355,customer1355@example.com,West,B2C,Social,2023-02-22,Unassigned,3,255.81,85.27,2024-09-22,2024-11-10,19,179,2024-09-06,499.0,2.0,134.3,67.15,39.0,1.54,96.88977955911824,4.0,2.0,2.0,422,8.0,New customers,No purchase
C01356,Customer 1356,customer1356@example.com,West,B2C,Organic,2022-10-14,Unassigned,4,383.56,95.89,2024-06-12,2024-09-03,25,277,2024-09-17,567.0,3.0,319.98,106.66000000000001,83.0,1.08,203.16190476190476,2.0,3.0,3.0,233,8.0,At-risk customers,No purchase
C01357,Customer 1357,customer1357@example.com,East,B2C,Organic,2022-02-03,Unassigned,8,270.05,33.75625,2024-07-18,2024-12-01,23,271,2024-07-25,493.0,4.0,126.53,31.6325,121.0,0.99,92.39513184584179,4.0,3.0,2.0,432,9.0,Frequent low-spenders,No purchase
C01358,Customer 1358,customer1358@example.com,South,B2C,Organic,2023-01-15,Unassigned,1,28.62,28.62,2023-10-17,2023-10-17,22,173,2024-12-20,,,,,,,,,,,,,,No purchase
C01359,Customer 1359,customer1359@example.com,Central,B2C,Organic,2022-08-11,Unassigned,2,130.89,65.44500000000001,2024-09-26,2024-10-22,14,145,2024-09-27,518.0,1.0,47.71,47.71,0.0,1.0,33.15752895752895,3.0,1.0,1.0,311,5.0,Potential loyalists,No purchase
C01360,Customer 1360,customer1360@example.com,Central,B2C,Referral,2023-03-31,Unassigned,17,3054.53,179.67823529411766,2023-08-06,2024-12-14,8,78,2024-12-13,465.0,11.0,1989.51,180.86454545454546,253.0,1.3,1540.265806451613,5.0,5.0,5.0,555,15.0,Champions,No purchase
C01361,Customer 1361,customer1361@example.com,Central,B2C,Paid,2023-04-01,Unassigned,1,97.79,97.79,2024-10-24,2024-10-24,18,197,2024-12-30,,,,,,,,,,,,,,No purchase
C01362,Customer 1362,customer1362@example.com,East,B2C,Paid,2022-08-30,Unassigned,10,1508.13,150.81300000000002,2024-05-14,2024-12-13,13,129,2024-09-12,524.0,6.0,981.41,163.56833333333333,155.0,1.16,674.2511450381679,3.0,4.0,5.0,345,12.0,Loyal customers,No purchase
C01363,Customer 1363,customer1363@example.com,West,B2C,Social,2023-01-07,Unassigned,2,103.79,51.895,2024-10-19,2024-11-04,4,31,2024-12-15,521.0,1.0,67.88,67.88,0.0,1.0,46.90364683301344,3.0,1.0,1.0,311,5.0,Potential loyalists,No purchase
C01364,Customer 1364,customer1364@example.com,East,B2C,Referral,2022-04-12,Unassigned,9,1920.75,213.41666666666663,2024-05-27,2024-12-05,3,13,2024-04-07,474.0,6.0,1413.44,235.57333333333335,192.0,0.94,1073.498734177215,5.0,4.0,5.0,545,14.0,Champions,No purchase
C01365,Customer 1365,customer1365@example.com,Central,B2B,Organic,2023-01-12,Unassigned,6,748.26,124.71,2024-06-25,2024-09-20,20,230,2024-12-17,550.0,2.0,238.62,119.31,53.0,1.13,156.18763636363636,2.0,2.0,3.0,223,7.0,Potential loyalists,No purchase
C01366,Customer 1366,customer1366@example.com,South,B2C,Organic,2023-07-12,Unassigned,1,38.83,38.83,2024-07-29,2024-07-29,8,81,2024-05-27,603.0,1.0,38.83,38.83,0.0,1.0,23.182089552238804,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C01367,Customer 1367,customer1367@example.com,North,B2C,Email,2023-10-23,Unassigned,11,1851.48,168.31636363636363,2024-02-19,2024-11-18,8,77,2024-11-26,491.0,8.0,1306.66,163.3325,273.0,0.88,958.0399185336049,4.0,5.0,5.0,455,14.0,Champions,No purchase
C01368,Customer 1368,customer1368@example.com,West,B2C,Email,2023-01-03,Unassigned,2,222.85,111.425,2024-10-04,2024-10-21,23,313,2024-12-27,519.0,2.0,222.85,111.425,17.0,2.0,154.57803468208093,3.0,2.0,2.0,322,7.0,Potential loyalists,No purchase
C01369,Customer 1369,customer1369@example.com,West,B2C,Social,2022-03-04,Unassigned,4,537.3199999999999,134.32999999999998,2024-10-06,2024-12-03,17,208,2024-12-30,476.0,4.0,537.3199999999999,134.32999999999998,58.0,2.07,406.37647058823524,5.0,3.0,4.0,534,12.0,Loyal customers,No purchase
C01370,Customer 1370,customer1370@example.com,East,B2B,Organic,2023-02-12,Unassigned,4,224.64,56.16,2023-12-30,2024-04-11,13,142,2024-11-15,712.0,3.0,181.43,60.47666666666667,103.0,0.87,91.73426966292135,1.0,3.0,2.0,132,6.0,Potential loyalists,No purchase
C01371,Customer 1371,customer1371@example.com,West,B2C,Social,2022-10-10,Unassigned,3,253.91000000000005,84.63666666666667,2023-11-09,2024-01-07,4,42,2024-01-19,807.0,3.0,253.91000000000003,84.63666666666667,59.0,1.53,113.26840148698885,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C01372,Customer 1372,customer1372@example.com,Central,B2C,Referral,2022-07-14,Unassigned,7,893.0799999999999,127.58285714285714,2024-06-19,2024-11-11,14,144,2024-12-20,515.0,3.0,473.65,157.88333333333333,39.0,2.31,331.09514563106796,3.0,3.0,4.0,334,10.0,Loyal customers,No purchase
C01373,Customer 1373,customer1373@example.com,Central,B2B,Paid,2022-05-06,Unassigned,10,1926.04,192.604,2024-04-11,2024-12-05,10,82,2024-09-28,486.0,5.0,961.62,192.324,226.0,0.66,712.3111111111111,4.0,4.0,5.0,445,13.0,Champions,No purchase
C01374,Customer 1374,customer1374@example.com,East,B2C,Organic,2023-04-11,Unassigned,2,144.82,72.41,2024-11-06,2024-12-13,8,64,2024-06-26,466.0,2.0,144.82,72.41,37.0,1.62,111.87811158798281,5.0,2.0,2.0,522,9.0,New customers,No purchase
C01375,Customer 1375,customer1375@example.com,Central,B2C,Referral,2022-04-04,Unassigned,9,1044.52,116.05777777777776,2024-04-01,2024-09-17,4,46,2023-07-24,575.0,4.0,335.32,83.83,113.0,1.06,209.93947826086958,2.0,3.0,3.0,233,8.0,At-risk customers,No purchase
C01376,Customer 1376,customer1376@example.com,South,B2C,Organic,2023-11-10,Unassigned,9,880.12,97.7911111111111,2024-05-08,2024-09-25,21,227,2024-10-01,557.0,7.0,721.34,103.04857142857144,122.0,1.72,466.21615798922807,2.0,5.0,4.0,254,11.0,At-risk customers,No purchase
C01377,Customer 1377,customer1377@example.com,East,B2C,Email,2022-08-06,Unassigned,18,3787.96,210.44222222222223,2024-01-01,2024-12-05,10,102,2024-12-05,474.0,11.0,2314.35,210.39545454545453,315.0,1.05,1757.7341772151897,5.0,5.0,5.0,555,15.0,Champions,No purchase
C01378,Customer 1378,customer1378@example.com,South,B2C,Social,2023-10-20,Unassigned,9,1699.62,188.84666666666664,2024-04-29,2024-10-29,11,97,2024-07-18,537.0,4.0,659.76,164.94,56.0,2.14,442.29720670391066,2.0,3.0,4.0,234,9.0,At-risk customers,No purchase
C01379,Customer 1379,customer1379@example.com,North,B2C,Email,2023-10-17,Unassigned,3,344.52,114.84,2024-04-19,2024-05-16,8,91,2024-08-28,677.0,2.0,241.76,120.88,27.0,2.0,128.55775480059083,1.0,2.0,3.0,123,6.0,Potential loyalists,No purchase
C01380,Customer 1380,customer1380@example.com,South,B2B,Paid,2023-09-04,Unassigned,9,1336.66,148.51777777777778,2024-02-28,2024-10-31,3,25,2023-11-22,509.0,4.0,504.58,126.145,187.0,0.64,356.87387033398824,3.0,3.0,4.0,334,10.0,Loyal customers,No purchase
