customer_id,name,email,region,customer_type,lead_source,signup_date
C01499,Customer 1499,customer1499@example.com,West,B2C,Social,2022-03-03
C01500,Customer 1500,customer1500@example.com,West,B2B,Paid,2023-08-24
C01501,Customer 1501,customer1501@example.com,West,B2C,Referral,2023-07-30
C01502,Customer 1502,customer1502@example.com,South,B2C,Paid,2023-07-30
C01503,Customer 1503,customer1503@example.com,West,B2C,Paid,2022-12-04
C01504,Customer 1504,customer1504@example.com,East,B2C,Email,2023-11-18
C01505,Customer 1505,customer1505@example.com,North,B2C,Referral,2022-05-06
C01506,Customer 1506,customer1506@example.com,West,B2B,Organic,2023-02-25
C01507,Customer 1507,customer1507@example.com,North,B2B,Paid,2022-12-29
C01508,Customer 1508,customer1508@example.com,South,B2C,Organic,2023-11-13
C01509,Customer 1509,customer1509@example.com,North,B2C,Referral,2023-03-10
C01510,Customer 1510,customer1510@example.com,South,B2C,Paid,2022-02-22
C01511,Customer 1511,customer1511@example.com,East,B2C,Email,2022-10-22
C01512,Customer 1512,customer1512@example.com,South,B2C,Social,2023-09-07
C01513,Customer 1513,customer1513@example.com,South,B2B,Email,2022-11-16
C01514,Customer 1514,customer1514@example.com,Central,B2B,Email,2022-12-27
C01515,Customer 1515,customer1515@example.com,West,B2C,Social,2022-04-17
C01516,Customer 1516,customer1516@example.com,West,B2C,Social,2023-08-15
C01517,Customer 1517,customer1517@example.com,East,B2C,Social,2023-06-04
C01518,Customer 1518,customer1518@example.com,East,B2C,Paid,2022-08-06
C01519,Customer 1519,customer1519@example.com,West,B2C,Organic,2022-06-08
C01520,Customer 1520,customer1520@example.com,Central,B2C,Organic,2023-11-04
C01521,Customer 1521,customer1521@example.com,West,B2B,Social,2023-05-09
C01522,Customer 1522,customer1522@example.com,Central,B2C,Email,2022-08-18
C01523,Customer 1523,customer1523@example.com,,B2C,Referral,2022-04-21
C01524,Customer 1524,customer1524@example.com,North,B2B,Social,2022-12-25
C01525,Customer 1525,customer1525@example.com,East,B2B,Email,2023-07-24
C01526,Customer 1526,customer1526@example.com,East,B2C,Email,2023-01-12
C01527,Customer 1527,customer1527@example.com,South,B2C,Paid,2022-04-28
C01528,Customer 1528,customer1528@example.com,South,B2C,Paid,2022-10-13
C01529,Customer 1529,customer1529@example.com,South,B2B,Organic,2023-08-11
C01530,Customer 1530,customer1530@example.com,South,B2C,Organic,2022-08-20
C01531,Customer 1531,customer1531@example.com,Central,B2C,Referral,2023-03-16
C01532,Customer 1532,customer1532@example.com,West,B2C,Referral,2023-07-29
C01533,Customer 1533,customer1533@example.com,North,B2B,Referral,2023-09-29
C01534,Customer 1534,customer1534@example.com,East,B2C,Referral,2023-09-21
C01535,Customer 1535,customer1535@example.com,Central,B2C,Email,2023-11-23
C01536,Customer 1536,customer1536@example.com,North,B2C,Email,2023-10-21
C01537,Customer 1537,customer1537@example.com,Central,B2C,Organic,2023-07-25
C01538,Customer 1538,customer1538@example.com,Central,B2C,Paid,2022-01-27
C01539,Customer 1539,customer1539@example.com,East,B2B,Paid,2023-09-16
C01540,Customer 1540,customer1540@example.com,West,B2B,Social,2023-11-05
C01541,Customer 1541,customer1541@example.com,South,B2C,Email,2022-10-01
C01542,Customer 1542,customer1542@example.com,West,B2C,Referral,2022-01-30
C01543,Customer 1543,customer1543@example.com,East,B2C,Referral,2022-07-04
C01544,Customer 1544,customer1544@example.com,East,B2C,Social,2022-10-07
C01545,Customer 1545,customer1545@example.com,East,B2C,Paid,2022-11-13
C01546,Customer 1546,customer1546@example.com,North,B2B,Referral,2022-12-14
C01547,Customer 1547,customer1547@example.com,West,B2C,Paid,2022-12-26
C01548,Customer 1548,customer1548@example.com,West,B2C,Social,2022-01-07
C01549,Customer 1549,customer1549@example.com,Central,B2C,Paid,2022-07-05
C01550,Customer 1550,customer1550@example.com,Central,B2B,Paid,2022-05-27
C01551,Customer 1551,customer1551@example.com,Central,B2C,Paid,2023-08-03
C01552,Customer 1552,customer1552@example.com,East,B2B,Referral,2023-11-05
C01553,Customer 1553,customer1553@example.com,West,B2B,Organic,2023-02-15
C01554,Customer 1554,customer1554@example.com,East,B2C,Email,2022-03-13
C01555,Customer 1555,customer1555@example.com,North,B2C,Paid,2022-05-26
C01556,Customer 1556,customer1556@example.com,Central,B2C,Paid,2023-10-11
C01557,Customer 1557,customer1557@example.com,East,B2C,Paid,2022-02-01
C01558,Customer 1558,customer1558@example.com,East,B2C,Organic,2022-04-04
C01559,Customer 1559,customer1559@example.com,North,B2C,Social,2023-06-28
C01560,Customer 1560,customer1560@example.com,South,B2C,Referral,2022-08-09
C01561,Customer 1561,customer1561@example.com,West,B2C,Organic,2023-01-21
C01562,Customer 1562,customer1562@example.com,South,B2C,Paid,2023-03-06
C01563,Customer 1563,customer1563@example.com,Central,B2B,Organic,2023-04-10
C01564,Customer 1564,customer1564@example.com,East,B2C,Organic,2022-12-16
C01565,Customer 1565,customer1565@example.com,North,B2C,Organic,2022-06-11
C01566,Customer 1566,customer1566@example.com,North,B2C,Social,2023-01-14
C01567,Customer 1567,customer1567@example.com,West,B2C,Email,2022-11-16
C01568,Customer 1568,customer1568@example.com,South,B2C,Referral,2022-11-29
C01569,Customer 1569,customer1569@example.com,West,B2C,Social,2023-08-05
C01570,Customer 1570,customer1570@example.com,East,B2C,Social,2023-09-03
C01571,Customer 1571,customer1571@example.com,West,B2C,Email,2022-03-28
C01572,Customer 1572,customer1572@example.com,North,B2C,Social,2022-02-23
C01573,Customer 1573,customer1573@example.com,North,B2C,Organic,2022-06-09
C01574,Customer 1574,customer1574@example.com,Central,B2C,Organic,2022-06-11
C01575,Customer 1575,customer1575@example.com,Central,B2C,Paid,2023-09-25
C01576,Customer 1576,customer1576@example.com,East,B2C,Social,2022-02-20
C01577,Customer 1577,customer1577@example.com,South,B2C,Paid,2023-11-22
C01578,Customer 1578,customer1578@example.com,,B2C,Referral,2022-03-25
C01579,Customer 1579,customer1579@example.com,East,B2C,Organic,2022-10-06
C01580,Customer 1580,customer1580@example.com,Central,B2C,Referral,2023-03-30
C01581,Customer 1581,customer1581@example.com,West,B2C,Email,2023-11-09
C01582,Customer 1582,customer1582@example.com,Central,B2B,Organic,2023-03-11
C01583,Customer 1583,customer1583@example.com,West,B2B,Referral,2023-05-13
C01584,Customer 1584,customer1584@example.com,South,B2C,Email,2023-09-14
C01585,Customer 1585,customer1585@example.com,East,B2C,Referral,2023-03-29
C01586,Customer 1586,customer1586@example.com,West,B2C,Email,2023-03-01
C01587,Customer 1587,customer1587@example.com,North,B2C,Email,2022-10-07
C01588,Customer 1588,customer1588@example.com,North,B2C,Organic,2022-08-09
C01589,Customer 1589,customer1589@example.com,West,B2C,Paid,2023-06-09
C01590,Customer 1590,customer1590@example.com,West,B2C,Email,2022-04-27
C01591,Customer 1591,customer1591@example.com,West,B2B,Email,2022-12-20
C01592,Customer 1592,customer1592@example.com,North,B2C,Organic,2023-03-17
C01593,Customer 1593,customer1593@example.com,North,B2C,Paid,2022-04-24
C01594,Customer 1594,customer1594@example.com,West,B2C,Social,2022-10-18
C01595,Customer 1595,customer1595@example.com,Central,B2C,Social,2023-11-26
C01596,Customer 1596,customer1596@example.com,Central,B2C,Paid,2023-11-26
C01597,Customer 1597,customer1597@example.com,South,B2C,Referral,2023-08-31
C01598,Customer 1598,customer1598@example.com,East,B2B,Organic,2023-05-14
C01599,Customer 1599,customer1599@example.com,Central,B2C,Paid,2023-06-24
C01600,Customer 1600,customer1600@example.com,North,B2C,Social,2023-11-15
C01601,Customer 1601,customer1601@example.com,Central,B2B,Email,2022-11-12
C01602,Customer 1602,customer1602@example.com,South,B2C,Social,2022-02-16
C01603,Customer 1603,customer1603@example.com,South,B2B,Email,2022-08-14
C01604,Customer 1604,customer1604@example.com,East,B2C,Organic,2023-02-09
C01605,Customer 1605,customer1605@example.com,Central,B2C,Email,2023-09-06
C01606,Customer 1606,customer1606@example.com,,B2C,Paid,2022-02-26
C01607,Customer 1607,customer1607@example.com,North,B2C,Email,2022-01-08
C01608,Customer 1608,customer1608@example.com,West,B2C,Referral,2022-07-29
C01609,Customer 1609,customer1609@example.com,North,B2C,Paid,2022-11-05
C01610,Customer 1610,customer1610@example.com,East,B2B,Organic,2022-08-05
C01611,Customer 1611,customer1611@example.com,East,B2B,Paid,2022-05-21
C01612,Customer 1612,customer1612@example.com,North,B2C,Referral,2022-09-19
C01613,Customer 1613,customer1613@example.com,North,B2C,Organic,2022-10-24
C01614,Customer 1614,customer1614@example.com,West,B2C,Social,2022-12-02
C01615,Customer 1615,customer1615@example.com,North,B2C,Referral,2022-05-03
C01616,Customer 1616,customer1616@example.com,West,B2C,Organic,2022-01-08
C01617,Customer 1617,customer1617@example.com,West,B2C,Email,2023-05-25
C01618,Customer 1618,customer1618@example.com,North,B2C,Paid,2023-03-17
C01619,Customer 1619,customer1619@example.com,South,B2C,Organic,2022-06-29
C01620,Customer 1620,customer1620@example.com,South,B2B,Paid,2022-05-13
C01621,Customer 1621,customer1621@example.com,West,B2C,Email,2023-01-25
C01622,Customer 1622,customer1622@example.com,North,B2C,Organic,2023-06-30
C01623,Customer 1623,customer1623@example.com,South,B2C,Social,2022-08-24
C01624,Customer 1624,customer1624@example.com,North,B2C,Referral,2023-05-28
C01625,Customer 1625,customer1625@example.com,North,B2C,Organic,2023-07-27
C01626,Customer 1626,customer1626@example.com,North,B2C,Email,2023-11-16
C01627,Customer 1627,customer1627@example.com,Central,B2B,Organic,2022-12-29
C01628,Customer 1628,customer1628@example.com,North,B2C,Paid,2022-03-15
C01629,Customer 1629,customer1629@example.com,Central,B2C,Organic,2023-02-11
C01630,Customer 1630,customer1630@example.com,West,B2B,Social,2022-02-13
C01631,Customer 1631,customer1631@example.com,South,B2B,Organic,2023-03-23
C01632,Customer 1632,customer1632@example.com,South,B2C,Referral,2022-01-20
C01633,Customer 1633,customer1633@example.com,,B2C,Organic,2023-04-16
C01634,Customer 1634,customer1634@example.com,South,B2C,Paid,2022-03-21
C01635,Customer 1635,customer1635@example.com,South,B2C,Organic,2022-11-17
C01636,Customer 1636,customer1636@example.com,South,B2C,Social,2023-08-13
C01637,Customer 1637,customer1637@example.com,South,B2C,Email,2023-03-16
C01638,Customer 1638,customer1638@example.com,West,B2C,Organic,2023-08-11
C01639,Customer 1639,customer1639@example.com,North,B2C,Organic,2023-02-19
C01640,Customer 1640,customer1640@example.com,East,B2C,Referral,2023-10-18
C01641,Customer 1641,customer1641@example.com,Central,B2C,Social,2023-03-04
C01642,Customer 1642,customer1642@example.com,East,B2C,Email,2022-10-24
C01643,Customer 1643,customer1643@example.com,East,B2C,Paid,2022-04-28
C01644,Customer 1644,customer1644@example.com,North,B2C,Organic,2023-02-19
C01645,Customer 1645,customer1645@example.com,North,B2C,Email,2022-01-22
C01646,Customer 1646,customer1646@example.com,North,B2C,Paid,2022-11-29
C01647,Customer 1647,customer1647@example.com,South,B2C,Social,2022-06-25
C01648,Customer 1648,customer1648@example.com,West,B2C,Social,2023-09-25
C01649,Customer 1649,customer1649@example.com,South,B2C,Email,2023-04-17
C01650,Customer 1650,customer1650@example.com,West,B2B,Paid,2023-01-06
C01651,Customer 1651,customer1651@example.com,West,B2B,Social,2022-04-01
C01652,Customer 1652,customer1652@example.com,East,B2C,Email,2023-03-24
C01653,Customer 1653,customer1653@example.com,East,B2C,Social,2022-04-19
C01654,Customer 1654,customer1654@example.com,West,B2C,Social,2022-09-07
C01655,Customer 1655,customer1655@example.com,West,B2C,Social,2023-03-23
C01656,Customer 1656,customer1656@example.com,South,B2C,Referral,2023-08-27
C01657,Customer 1657,customer1657@example.com,South,B2B,Paid,2023-02-15
C01658,Customer 1658,customer1658@example.com,East,B2C,Email,2023-06-21
C01659,Customer 1659,customer1659@example.com,North,B2C,Email,2022-03-22
C01660,Customer 1660,customer1660@example.com,West,B2B,Paid,2023-02-10
C01661,Customer 1661,customer1661@example.com,South,B2B,Paid,2022-11-14
C01662,Customer 1662,customer1662@example.com,East,B2B,Paid,2022-12-14
C01663,Customer 1663,customer1663@example.com,South,B2C,Paid,2022-08-15
C01664,Customer 1664,customer1664@example.com,West,B2C,Organic,2022-12-08
C01665,Customer 1665,customer1665@example.com,West,B2C,Email,2022-06-22
C01666,Customer 1666,customer1666@example.com,Central,B2C,Organic,2022-03-20
C01667,Customer 1667,customer1667@example.com,North,B2C,Social,2023-06-07
C01668,Customer 1668,customer1668@example.com,Central,B2C,Social,2023-10-11
C01669,Customer 1669,customer1669@example.com,East,B2B,Email,2022-04-27
C01670,Customer 1670,customer1670@example.com,South,B2C,Social,2023-06-28
C01671,Customer 1671,customer1671@example.com,East,B2C,Paid,2023-06-07
C01672,Customer 1672,customer1672@example.com,West,B2C,Organic,2022-07-18
C01673,Customer 1673,customer1673@example.com,Central,B2C,Paid,2022-12-24
C01674,Customer 1674,customer1674@example.com,Central,B2C,Social,2022-12-26
C01675,Customer 1675,customer1675@example.com,Central,B2C,Organic,2023-10-23
C01676,Customer 1676,customer1676@example.com,East,B2C,Paid,2022-06-01
C01677,Customer 1677,customer1677@example.com,West,B2C,Email,2022-08-30
C01678,Customer 1678,customer1678@example.com,South,B2C,Paid,2022-04-16
C01679,Customer 1679,customer1679@example.com,South,B2B,Social,2022-05-30
C01680,Customer 1680,customer1680@example.com,East,B2C,Organic,2022-09-20
C01681,Customer 1681,customer1681@example.com,Central,B2C,Email,2022-07-22
C01682,Customer 1682,customer1682@example.com,North,B2C,Organic,2022-06-27
C01683,Customer 1683,customer1683@example.com,East,B2C,Email,2023-09-09
C01684,Customer 1684,customer1684@example.com,East,B2C,Organic,2022-06-06
C01685,Customer 1685,customer1685@example.com,West,B2C,Social,2023-11-03
C01686,Customer 1686,customer1686@example.com,South,B2B,Email,2022-03-19
C01687,Customer 1687,customer1687@example.com,East,B2B,Referral,2022-07-01
C01688,Customer 1688,customer1688@example.com,East,B2C,Organic,2023-10-06
C01689,Customer 1689,customer1689@example.com,Central,B2B,Organic,2023-05-21
C01690,Customer 1690,customer1690@example.com,Central,B2C,Paid,2023-04-21
C01691,Customer 1691,customer1691@example.com,North,B2C,Email,2023-08-01
C01692,Customer 1692,customer1692@example.com,West,B2C,Referral,2023-08-17
C01693,Customer 1693,customer1693@example.com,North,B2C,Social,2023-04-05
C01694,Customer 1694,customer1694@example.com,Central,B2B,Paid,2023-11-29
C01695,Customer 1695,customer1695@example.com,South,B2C,Referral,2023-08-02
C01696,Customer 1696,customer1696@example.com,,B2B,Email,2023-10-21
C01697,Customer 1697,customer1697@example.com,West,B2C,Referral,2023-10-13
C01698,Customer 1698,customer1698@example.com,Central,B2C,Organic,2023-10-02
C01699,Customer 1699,customer1699@example.com,West,B2C,Organic,2022-11-27
C01700,Customer 1700,customer1700@example.com,West,B2C,Paid,2023-10-05
C01701,Customer 1701,customer1701@example.com,West,B2C,Email,2022-11-20
C01702,Customer 1702,customer1702@example.com,West,B2B,Email,2022-06-04
C01703,Customer 1703,customer1703@example.com,West,B2C,Referral,2023-03-27
C01704,Customer 1704,customer1704@example.com,South,B2B,Paid,2022-03-11
C01705,Customer 1705,customer1705@example.com,North,B2B,Email,2023-04-26
C01706,Customer 1706,customer1706@example.com,East,B2C,Organic,2023-03-29
C01707,Customer 1707,customer1707@example.com,North,B2B,Referral,2023-10-09
C01708,Customer 1708,customer1708@example.com,West,B2B,Social,2022-11-07
C01709,Customer 1709,customer1709@example.com,South,B2C,Organic,2022-10-09
C01710,Customer 1710,customer1710@example.com,Central,B2B,Paid,2023-08-29
C01711,Customer 1711,customer1711@example.com,South,B2B,Email,2022-02-27
C01712,Customer 1712,customer1712@example.com,West,B2C,Organic,2022-12-27
C01713,Customer 1713,customer1713@example.com,South,B2C,Social,2023-06-04
C01714,Customer 1714,customer1714@example.com,South,B2B,Social,2022-03-17
C01715,Customer 1715,customer1715@example.com,West,B2C,Paid,2022-11-14
C01716,Customer 1716,customer1716@example.com,South,B2C,Organic,2023-04-18
C01717,Customer 1717,customer1717@example.com,East,B2C,Referral,2023-04-08
C01718,Customer 1718,customer1718@example.com,East,B2B,Organic,2022-02-08
C01719,Customer 1719,customer1719@example.com,South,B2C,Social,2022-02-28
C01720,Customer 1720,customer1720@example.com,,B2B,Paid,2023-01-13
C01721,Customer 1721,customer1721@example.com,West,B2C,Paid,2022-10-21
C01722,Customer 1722,customer1722@example.com,East,B2C,Referral,2022-03-20
C01723,Customer 1723,customer1723@example.com,Central,B2C,Paid,2023-10-23
C01724,Customer 1724,customer1724@example.com,South,B2C,Paid,2022-04-03
C01725,Customer 1725,customer1725@example.com,Central,B2C,Paid,2023-09-22
C01726,Customer 1726,customer1726@example.com,North,B2B,Paid,2023-09-01
C01727,Customer 1727,customer1727@example.com,East,B2B,Paid,2023-06-04
C01728,Customer 1728,customer1728@example.com,South,B2C,Social,2023-01-29
C01729,Customer 1729,customer1729@example.com,West,B2C,Organic,2023-04-19
C01730,Customer 1730,customer1730@example.com,South,B2B,Email,2023-08-18
C01731,Customer 1731,customer1731@example.com,West,B2B,Paid,2023-07-22
C01732,Customer 1732,customer1732@example.com,South,B2C,Email,2022-02-12
C01733,Customer 1733,customer1733@example.com,Central,B2C,Email,2023-04-06
C01734,Customer 1734,customer1734@example.com,Central,B2C,Social,2023-08-09
C01735,Customer 1735,customer1735@example.com,Central,B2B,Paid,2023-10-30
C01736,Customer 1736,customer1736@example.com,North,B2C,Email,2022-07-12
C01737,Customer 1737,customer1737@example.com,West,B2C,Paid,2022-11-26
C01738,Customer 1738,customer1738@example.com,Central,B2C,Referral,2023-09-12
C01739,Customer 1739,customer1739@example.com,North,B2B,Referral,2023-05-03
C01740,Customer 1740,customer1740@example.com,West,B2C,Referral,2023-05-29
C01741,Customer 1741,customer1741@example.com,South,B2C,Email,2022-06-04
C01742,Customer 1742,customer1742@example.com,North,B2C,Referral,2022-03-05
C01743,Customer 1743,customer1743@example.com,East,B2C,Social,2023-04-07
C01744,Customer 1744,customer1744@example.com,North,B2C,Social,2022-04-16
C01745,Customer 1745,customer1745@example.com,North,B2B,Email,2022-12-18
C01746,Customer 1746,customer1746@example.com,West,B2B,Paid,2022-03-28
C01747,Customer 1747,customer1747@example.com,South,B2B,Organic,2023-06-01
C01748,Customer 1748,customer1748@example.com,East,B2B,Paid,2023-10-24
C01749,Customer 1749,customer1749@example.com,Central,B2C,Paid,2022-06-26
C01750,Customer 1750,customer1750@example.com,Central,B2B,Paid,2022-02-10
C01751,Customer 1751,customer1751@example.com,North,B2C,Paid,2022-09-11
C01752,Customer 1752,customer1752@example.com,,B2C,Organic,2023-03-25
C01753,Customer 1753,customer1753@example.com,West,B2B,Referral,2023-03-26
C01754,Customer 1754,customer1754@example.com,Central,B2C,Paid,2023-06-21
C01755,Customer 1755,customer1755@example.com,East,B2C,Social,2023-06-20
C01756,Customer 1756,customer1756@example.com,South,B2C,Email,2023-09-17
C01757,Customer 1757,customer1757@example.com,East,B2C,Email,2022-06-12
C01758,Customer 1758,customer1758@example.com,South,B2C,Social,2023-01-08
C01759,Customer 1759,customer1759@example.com,Central,B2B,Paid,2023-01-17
C01760,Customer 1760,customer1760@example.com,,B2B,Organic,2022-10-17
C01761,Customer 1761,customer1761@example.com,West,B2C,Referral,2023-02-01
C01762,Customer 1762,customer1762@example.com,North,B2C,Email,2023-02-23
C01763,Customer 1763,customer1763@example.com,North,B2C,Referral,2022-12-13
C01764,Customer 1764,customer1764@example.com,,B2B,Organic,2023-11-27
C01765,Customer 1765,customer1765@example.com,West,B2C,Email,2023-09-05
C01766,Customer 1766,customer1766@example.com,East,B2C,Referral,2022-02-23
C01767,Customer 1767,customer1767@example.com,,B2C,Organic,2023-10-09
C01768,Customer 1768,customer1768@example.com,North,B2C,Referral,2023-10-25
C01769,Customer 1769,customer1769@example.com,North,B2C,Paid,2022-12-09
C01770,Customer 1770,customer1770@example.com,,B2B,Organic,2022-03-09
C01771,Customer 1771,customer1771@example.com,,B2C,Referral,2022-12-04
C01772,Customer 1772,customer1772@example.com,North,B2C,Paid,2022-04-07
C01773,Customer 1773,customer1773@example.com,East,B2C,Paid,2023-07-26
C01774,Customer 1774,customer1774@example.com,Central,B2C,Organic,2023-11-26
C01775,Customer 1775,customer1775@example.com,Central,B2C,Social,2023-01-31
C01776,Customer 1776,customer1776@example.com,West,B2C,Email,2022-10-18
C01777,Customer 1777,customer1777@example.com,,B2C,Organic,2022-09-16
C01778,Customer 1778,customer1778@example.com,North,B2C,Paid,2023-11-04
C01779,Customer 1779,customer1779@example.com,North,B2B,Paid,2023-09-10
C01780,Customer 1780,customer1780@example.com,West,B2C,Organic,2022-06-03
C01781,Customer 1781,customer1781@example.com,West,B2B,Social,2022-12-08
C01782,Customer 1782,customer1782@example.com,West,B2C,Email,2022-03-25
C01783,Customer 1783,customer1783@example.com,East,B2B,Referral,2023-08-20
C01784,Customer 1784,customer1784@example.com,Central,B2C,Organic,2023-11-11
C01785,Customer 1785,customer1785@example.com,West,B2B,Email,2022-05-25
C01786,Customer 1786,customer1786@example.com,South,B2C,Email,2022-12-25
C01787,Customer 1787,customer1787@example.com,South,B2C,Paid,2022-11-14
C01788,Customer 1788,customer1788@example.com,North,B2B,Referral,2023-11-03
C01789,Customer 1789,customer1789@example.com,Central,B2C,Organic,2023-11-10
C01790,Customer 1790,customer1790@example.com,West,B2C,Paid,2023-02-06
C01791,Customer 1791,customer1791@example.com,South,B2C,Paid,2022-05-13
C01792,Customer 1792,customer1792@example.com,Central,B2C,Social,2023-09-02
C01793,Customer 1793,customer1793@example.com,North,B2C,Email,2022-03-28
C01794,Customer 1794,customer1794@example.com,East,B2C,Organic,2022-11-14
C01795,Customer 1795,customer1795@example.com,Central,B2C,Organic,2023-07-27
C01796,Customer 1796,customer1796@example.com,Central,B2B,Organic,2023-01-21
C01797,Customer 1797,customer1797@example.com,East,B2C,Paid,2023-10-21
C01798,Customer 1798,customer1798@example.com,Central,B2B,Social,2022-12-03
C01799,Customer 1799,customer1799@example.com,North,B2B,Referral,2022-05-11
C01800,Customer 1800,customer1800@example.com,North,B2C,Paid,2023-11-18
C01801,Customer 1801,customer1801@example.com,East,B2C,Referral,2023-06-24
C01802,Customer 1802,customer1802@example.com,West,B2C,Social,2022-04-06
C01803,Customer 1803,customer1803@example.com,South,B2C,Email,2023-10-24
C01804,Customer 1804,customer1804@example.com,West,B2B,Organic,2023-11-18
C01805,Customer 1805,customer1805@example.com,Central,B2C,Referral,2023-03-10
C01806,Customer 1806,customer1806@example.com,South,B2C,Paid,2023-06-05
C01807,Customer 1807,customer1807@example.com,East,B2C,Referral,2023-01-06
C01808,Customer 1808,customer1808@example.com,East,B2C,Email,2022-01-19
C01809,Customer 1809,customer1809@example.com,South,B2C,Organic,2023-01-07
C01810,Customer 1810,customer1810@example.com,North,B2C,Referral,2022-11-13
C01811,Customer 1811,customer1811@example.com,South,B2B,Email,2022-07-04
C01812,Customer 1812,customer1812@example.com,Central,B2C,Paid,2022-08-08
C01813,Customer 1813,customer1813@example.com,North,B2C,Social,2022-12-16
C01814,Customer 1814,customer1814@example.com,East,B2B,Paid,2023-05-13
C01815,Customer 1815,customer1815@example.com,South,B2C,Organic,2022-07-16
C01816,Customer 1816,customer1816@example.com,West,B2B,Paid,2022-08-20
C01817,Customer 1817,customer1817@example.com,West,B2B,Paid,2022-05-21
C01818,Customer 1818,customer1818@example.com,Central,B2C,Paid,2022-06-08
C01819,Customer 1819,customer1819@example.com,West,B2B,Paid,2022-03-21
C01820,Customer 1820,customer1820@example.com,South,B2C,Organic,2022-10-30
C01821,Customer 1821,customer1821@example.com,South,B2B,Email,2022-04-14
C01822,Customer 1822,customer1822@example.com,West,B2C,Referral,2023-06-04
C01823,Customer 1823,customer1823@example.com,South,B2C,Social,2023-07-07
C01824,Customer 1824,customer1824@example.com,Central,B2B,Referral,2023-06-24
C01825,Customer 1825,customer1825@example.com,North,B2B,Referral,2022-02-08
C01826,Customer 1826,customer1826@example.com,Central,B2B,Social,2023-11-09
C01827,Customer 1827,customer1827@example.com,Central,B2C,Organic,2022-12-11
C01828,Customer 1828,customer1828@example.com,South,B2B,Social,2023-09-25
C01829,Customer 1829,customer1829@example.com,North,B2C,Organic,2022-05-15
C01830,Customer 1830,customer1830@example.com,South,B2B,Referral,2023-09-04
C01831,Customer 1831,customer1831@example.com,East,B2C,Organic,2023-01-21
C01832,Customer 1832,customer1832@example.com,South,B2C,Email,2022-06-07
C01833,Customer 1833,customer1833@example.com,,B2C,Social,2022-06-16
C01834,Customer 1834,customer1834@example.com,South,B2C,Email,2022-07-05
C01835,Customer 1835,customer1835@example.com,North,B2B,Referral,2023-10-02
C01836,Customer 1836,customer1836@example.com,South,B2C,Social,2022-06-19
C01837,Customer 1837,customer1837@example.com,North,B2C,Referral,2023-03-25
C01838,Customer 1838,customer1838@example.com,West,B2C,Email,2022-02-14
C01839,Customer 1839,customer1839@example.com,East,B2B,Referral,2023-02-25
C01840,Customer 1840,customer1840@example.com,North,B2C,Social,2023-01-09
C01841,Customer 1841,customer1841@example.com,West,B2C,Social,2023-11-24
C01842,Customer 1842,customer1842@example.com,North,B2C,Referral,2022-09-01
C01843,Customer 1843,customer1843@example.com,North,B2C,Social,2023-03-31
C01844,Customer 1844,customer1844@example.com,East,B2C,Social,2023-09-18
C01845,Customer 1845,customer1845@example.com,Central,B2C,Referral,2022-10-19
C01846,Customer 1846,customer1846@example.com,Central,B2C,Email,2023-04-05
C01847,Customer 1847,customer1847@example.com,North,B2B,Social,2022-08-28
C01848,Customer 1848,customer1848@example.com,South,B2B,Social,2023-07-01
C01849,Customer 1849,customer1849@example.com,West,B2C,Social,2022-09-02
C01850,Customer 1850,customer1850@example.com,South,B2B,Social,2022-11-13
C01851,Customer 1851,customer1851@example.com,South,B2C,Referral,2023-04-26
C01852,Customer 1852,customer1852@example.com,North,B2C,Email,2022-07-18
C01853,Customer 1853,customer1853@example.com,North,B2C,Email,2023-01-12
C01854,Customer 1854,customer1854@example.com,North,B2C,Organic,2023-11-26
C01855,Customer 1855,customer1855@example.com,North,B2C,Social,2023-08-08
C01856,Customer 1856,customer1856@example.com,Central,B2C,Social,2023-03-28
C01857,Customer 1857,customer1857@example.com,North,B2C,Organic,2023-04-18
C01858,Customer 1858,customer1858@example.com,Central,B2C,Email,2022-10-16
C01859,Customer 1859,customer1859@example.com,Central,B2C,Paid,2023-01-27
C01860,Customer 1860,customer1860@example.com,North,B2C,Paid,2023-05-30
C01861,Customer 1861,customer1861@example.com,East,B2C,Email,2023-06-25
C01862,Customer 1862,customer1862@example.com,West,B2C,Social,2023-03-05
C01863,Customer 1863,customer1863@example.com,South,B2C,Paid,2022-06-15
C01864,Customer 1864,customer1864@example.com,Central,B2C,Referral,2022-07-24
C01865,Customer 1865,customer1865@example.com,West,B2B,Referral,2023-09-12
C01866,Customer 1866,customer1866@example.com,East,B2C,Organic,2022-05-22
C01867,Customer 1867,customer1867@example.com,South,B2C,Email,2022-09-14
C01868,Customer 1868,customer1868@example.com,South,B2C,Email,2022-02-23
C01869,Customer 1869,customer1869@example.com,Central,B2C,Paid,2023-10-19
C01870,Customer 1870,customer1870@example.com,North,B2C,Social,2023-05-08
C01871,Customer 1871,customer1871@example.com,East,B2C,Email,2023-01-16
C01872,Customer 1872,customer1872@example.com,Central,B2C,Paid,2023-07-22
C01873,Customer 1873,customer1873@example.com,East,B2C,Paid,2022-04-16
C01874,Customer 1874,customer1874@example.com,North,B2C,Email,2023-06-13
C01875,Customer 1875,customer1875@example.com,North,B2C,Paid,2022-05-08
C01876,Customer 1876,customer1876@example.com,Central,B2C,Organic,2022-10-19
C01877,Customer 1877,customer1877@example.com,North,B2C,Organic,2022-03-27
C01878,Customer 1878,customer1878@example.com,West,B2C,Email,2022-06-14
